,PrivCo_ID,profile_type,classification,status,PE_Backed,VC_Backed,year_founded,City,State,Country,Zip,Industry_PICS,Keywords,sic,naics,Company_Tags,fiscal_month,fiscal_day,Total_Round,index_total_funding,Latest_Valuation,Latest_Valuation_Year,1 Year Revenue Growth,3 Year Revenue Growth,1 Year Employee Growth,3 Year Employee Growth,2024 Revenue,2023 Revenue,2022 Revenue,2021 Revenue,2020 Revenue,2019 Revenue,2018 Revenue,2017 Revenue,2024 Employees,2023 Employees,2022 Employees,2021 Employees,2020 Employees,2019 Employees,2018 Employees,2017 Employees,2023 EBITDA,2022 EBITDA,2021 EBITDA,2020 EBITDA,2019 EBITDA,2018 EBITDA,2017 EBITDA,2023 EV,2022 EV,2021 EV,2020 EV,2019 EV,2018 EV,2017 EV,2023 Net Income,2022 Net Income,2021 Net Income,2020 Net Income,2019 Net Income,2018 Net Income,2017 Net Income
5196,2134933,Company,Private,Active,No,Yes,2022,San Francisco,CA,US,94114,Software & Internet Services,Apps|Artificial Intelligence|Digital Entertainment|Enterprise Software|Platform|Software|Storage,,,VC Backed,12,31,1,3500000,10000000,2023,16.2963,,,,,785000,675000,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5197,2134934,Company,Private,Active,No,Yes,2021,New York,NY,US,10036,Software & Internet Services,Construction|Enterprise Software|Human Resources|Recruitment|Software,,,VC Backed,12,31,2,13600000,40000000,2023,14.6341,,,,,2350000,2050000,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
5198,2134935,Company,Private,Active,Yes,No,2020,New York,NY,US,10022,Consumer Products,Consumer Products|Fashion|Personal Care,,,PE Backed,12,31,0,,40000000,2023,3.8462,,,,,13500000,13000000,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,
5199,2134947,Company,Private,Active,No,No,2018,Medway,MA,US,02053,Technology Services,Information Technology|IT Consulting|IT Management|Technology Services|Women-Founded|Women-led,,,,12,31,0,,53500000,2022,12.9997,42.7642,,,,,10996000,9731000,4808000,3779000,1021000,,,17,,,,,,,,2850000,2650000,1200000,1150000,275000,,,53500000,69000000,29000000,26500000,6450000,,,2000000,1850000,,,,
5200,2134950,Company,Private,Active,No,No,2017,Boston,MA,US,02127,Professional Services,Accounting|Advisory|Business Development|Consulting|Professional Services,,,,12,31,0,,3300000,2022,64.6208,53.2377,,30.0591,,,2810270,1707117,1037000,781000,566000,,,,11,,,5,,,,325000,210000,115000,105000,69000,,,3300000,3350000,1750000,1550000,990000,,,225000,145000,,,,
5201,2134969,Company,Private,Active,No,Yes,2019,New York,NY,US,10010,Insurance Services,Asian-founded|Asian-Led|Consulting|Finance|Insurance|Life Insurance|Online Portals|Women-Founded|Women-led,,,VC Backed,12,31,2,45000000,150000000,2023,1.6807,,,,,6050000,5950000,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,
5202,2134971,Company,Private,Active,Yes,No,2017,Minneapolis,MN,US,55426,Software & Internet Services,,,,PE Backed,12,31,0,,33500000,2023,13.7931,,,,,4950000,4350000,,,,,,,,23,,,,,,1215000,1185000,,,,,,33500000,27000000,,,,,,850000,830000,,,,,
5203,2134975,Company,Private,Active,No,Yes,2023,Culver City,CA,US,90232,Software & Internet Services,Artificial Intelligence|Cryptocurrency|Games|Online Games|Social Network,,,VC Backed,12,31,1,32000000,95000000,2023,,,,,,7600000,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
5204,2134978,Company,Private,Active,Yes,Yes,2021,San Francisco,CA,US,94123,Health Care Providers,Digital Health|Health Care|Health Care Technology|Nutrition|Telehealth|Therapy|Wellness,,,PE Backed|VC Backed,12,31,1,8000000,25000000,2023,,,,,,3000000,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
5205,2134980,Company,Private,Active,No,Yes,2023,Cambridge,MA,US,,Software & Internet Services,Artificial Intelligence|Flavors & Fragrances|Research & Development|Technology,,,VC Backed,12,31,2,68500000,200000000,2023,,,,,,3100000,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
5206,2134981,Company,Private,Active,Yes,Yes,2020,Los Altos,CA,US,94022,Software & Internet Services,Cyber Security|Disaster Recovery|Platform-as-a-Service (PaaS)|SaaS|Software|Software Development,,,Multinational|PE Backed|VC Backed,12,31,1,55000000,150000000,2023,10.8696,,,,,25500000,23000000,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
5207,2134983,Company,Private,Active,No,Yes,2022,Modesto,CA,US,95355,Software & Internet Services,Blockchain|Cryptocurrency|Fintech|SaaS|Web3,,,VC Backed,12,31,1,1200000,3500000,2022,,,,,,505000,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
5208,2134985,Company,Private,Active,No,Yes,2021,Oakland,CA,US,94611,Software & Internet Services,Cryptocurrency|Fintech|Messaging|Platform|Platform-as-a-Service (PaaS)|Software Development|Web3,,,VC Backed,12,31,1,3300000,10000000,2022,16.2963,,,,,785000,675000,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5209,2134994,Company,Private,Active,No,Yes,2021,San Francisco,CA,US,94404,Industrial Products,Construction|Industrial Automation|Industrial Manufacturing|Industrial Products|Manufacturing|Robotics|Technology,,,VC Backed,12,31,1,2200000,6500000,2023,3.3333,,0,,,3100000,3000000,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,2134995,Company,Private,Active,No,Yes,2021,Atlanta,GA,US,30303,Food & Beverage Retail,Food|Mental Health|Neuroscience|Specialty Care|Vitamins & Supplements|Women-Founded|Women-led,,,VC Backed,12,31,1,2750000,8000000,2023,,,,,,1350000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
5211,2134997,Company,Private,Active,No,Yes,2020,Mountain View,CA,US,94043,Technology Services,Data Centers|GreenTech|Modular|Sustainability|Technology|Technology Hardware|Technology Services,,,VC Backed,12,31,2,10000000,30000000,2023,9.0909,,,,,1800000,1650000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
5212,2135002,Company,Private,Active,No,Yes,2022,Austin,TX,US,78705,Health Care Providers,Addiction Treatment|Health Care|Mental Health|Psychology|Wellness,,,VC Backed,12,31,1,1100000,3500000,2023,14.6341,,,,,2350000,2050000,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
5213,2135005,Company,Private,Active,No,Yes,2020,Marina del Rey,CA,US,90292,Software & Internet Services,Digital Marketing|Software|Technology|Web3,,,VC Backed,12,31,2,14000000,40000000,2023,13.5135,,,,,1050000,925000,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
5214,2135006,Company,Private,Active,Yes,No,2020,Ponte Vedra Beach,FL,US,32082,Health Care Providers,Health Care|Medical|Subscription,,,Acquired|PE Backed,12,31,0,,3050000,2023,1.1628,,0,,,4350000,4300000,,,,,,,34,34,,,,,,500000,550000,,,,,,3050000,2750000,,,,,,350000,385000,,,,,
5215,2135012,Company,Private,Active,No,Yes,2020,Oakland,CA,US,94618,Software & Internet Services,Platform|Renewable Energy|Software Development|Solar,,,VC Backed,12,31,1,2250000,7000000,2023,,,,,,1400000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
5216,2135013,Company,Private,Active,No,Yes,2022,Los Angeles,CA,US,90069,Software & Internet Services,Apps|Community|SMS|Social Network|Video Chat,,,VC Backed,12,31,1,0,,,,,,,,2100000,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
5217,2135014,Company,Private,Active,No,Yes,2021,Houston,TX,US,77079,Software & Internet Services,Construction|Payments|Revenue Cycle Management|Software,,,VC Backed,12,31,1,3100000,9500000,2023,,,,,,1100000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
5218,2135018,Company,Private,Active,No,Yes,2021,San Diego,CA,US,,Software & Internet Services,Apps|Blockchain|Cryptocurrency|Fintech|Software|Web3|Women-Founded|Women-led,,,VC Backed,12,31,1,4200000,15000000,2023,,,,,,1150000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
5219,2135020,Company,Private,Active,No,Yes,2019,Los Angeles,CA,US,90291,Health Care Services,Alternative Medicine|Asian-founded|Asian-Led|Clinical Services|Health Care Services|Research & Development|Women-Founded|Women-led,,,VC Backed,12,31,1,5300000,15000000,2023,,,,,,930000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
5220,2135029,Company,Private,Active,No,Yes,2021,Charlotte,NC,US,28203,Consumer Finance,Credit|Fintech|Loans|Marketplace,,,VC Backed,12,31,2,12000000,35000000,2023,,,,,,2650000,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
5221,2135036,Company,Private,Active,No,Yes,2021,Las Vegas,NV,US,89104,Real Estate,Community|Loans|Payment Processing|Real Estate,,,VC Backed,12,31,1,2200000,6500000,2023,,,,,,1950000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
5222,2135044,Company,Private,Active,No,Yes,2022,New York,NY,US,10013,Software & Internet Services,Clinical Trials|Health Care|Life Sciences|Platform|Research|Therapeutics,,,VC Backed,12,31,1,203000000,600000000,2023,,,300,,,,3500000,,,,,,,60,15,,,,,,,,,,,,,,,,,,,,,,,,,,
5223,2135056,Company,Private,Active,No,Yes,2021,Los Angeles,CA,US,90014,,Cannabis|Distribution|E-Commerce|Loyalty Programs|NFT|Platform|Retail|Software,,,VC Backed,12,31,1,1500000,4500000,2023,,,,,,,4150000,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
5224,2135063,Company,Private,Active,No,Yes,2017,Ypsilanti,MI,US,48197,Building Products,Building Products|Glass|Manufacturing,,,VC Backed,12,31,2,39000000,100000000,2023,,,,,,7450000,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225,2135068,Company,Private,Active,Yes,Yes,2020,Burlingame,CA,US,94010,Residential Construction,Construction|Construction Management|Design Build|Real Estate|Remodeling|Residential Construction|Residential Services,,,PE Backed|VC Backed,12,31,1,19500000,60000000,2023,3.8462,,,,,27000000,26000000,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,
5226,2135072,Company,Private,Active,Yes,Yes,2021,Boston,MA,US,,Software & Internet Services,Digital Health|Health Care|Information Management|Internet|Marketplace|Pharmaceuticals|Software,,,PE Backed|VC Backed,12,31,1,0,,,,,,,,4600000,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
5227,2135075,Company,Private,Active,No,Yes,2020,San Francisco,CA,US,94114,Software & Internet Services,Accounting|Finance|Software|Software Development,,,VC Backed,12,31,1,6400000,20000000,2023,16.2963,,,,,785000,675000,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5228,2135077,Company,Private,Active,No,Yes,2020,San Francisco,CA,US,94129,Health Care Products,Diagnostics|Health Care|Health Care Products|Medical Devices|Oncology|Screening|Women Care,,,VC Backed,12,31,1,8800000,25000000,2023,11.4286,,,,,1950000,1750000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
5229,2135078,Company,Private,Active,No,Yes,2018,Ann Arbor,MI,US,48104,Software & Internet Services,Analytics|Optimization|Platform|Predictive Analytics|Risk Management|SaaS|Simulation|Supply Chain Management,,,VC Backed,12,31,3,13000000,40000000,2023,13.9896,,,,,11000000,9650000,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,
5230,2135080,Company,Private,Active,No,Yes,2020,Catonsville,MD,US,21228,Software & Internet Services,Communications|Language Learning|Safety|Translation|Web Apps,,,VC Backed,12,31,1,,,,,,,,,580000,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
5231,2135094,Company,Private,Active,Yes,Yes,2020,San Diego,CA,US,92101,Software & Internet Services,Auctions|Automotive|E-Commerce|Internet|Marketplace|Online Auctions,,,PE Backed|VC Backed,12,31,1,37000000,100000000,2023,-20.4545,,-21.7391,,,3500000,4400000,,,,,,,18,23,,,,,,,,,,,,,,,,,,,,,,,,,,
5232,2135097,Company,Private,Active,No,Yes,2022,Vancouver,WA,US,98660,Software & Internet Services,3D|Artificial Intelligence|Automation|Collaboration|Document Management|Home|Residential Construction|SaaS,,,VC Backed,12,31,2,14000000,40000000,2024,,,,,,1150000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233,2135119,Company,Private,Active,No,Yes,2017,San Francisco,CA,US,94104,Insurance Services,Insurance|Platform|Platform-as-a-Service (PaaS)|Wholesale,,,VC Backed,12,31,1,12500000,40000000,2023,0,,,,,10000000,10000000,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,
5234,2135138,Company,Private,Active,No,No,2020,Orlando,FL,US,32825,Software & Internet Services,Black-founded|Black-Led|Esports|Online Games|Software Development|Video Games,,,,12,31,0,,8800000,2023,13.0435,,,,,1300000,1150000,935000,,,,,,,,6,,,,,320000,315000,270000,,,,,8800000,7050000,8850000,,,,,225000,220000,190000,,,,
5235,2135157,Company,Private,Active,No,No,2018,Columbus,OH,US,43221,Residential Construction,Design Build|General Contractor|Home Improvement|Interior Design|Remodeling|Residential Construction,,,,12,31,0,,3700000,2023,5.9701,,,,,3550000,3350000,,,,,,,,10,,,,,,440000,460000,,,,,,3700000,3150000,,,,,,310000,325000,,,,,
5236,2135164,Company,Private,Active,No,No,2017,Orlando,FL,US,32819,Residential Construction,Construction|Home|Home Improvement|Project Management|Property Management|Real Estate|Real Estate Development|Real Estate Investment|Residential Construction|Residential Services,,,,12,31,0,,23000000,2023,4.2654,20.0047,,,,22000000,21100000,20000000,12730000,2879000,,,,,,35,,,,,2700000,2900000,2950000,1700000,465000,,,23000000,20000000,23500000,13000000,3400000,,,1900000,2050000,2050000,,,,
5237,2135165,Company,Private,Active,No,No,2020,Orlando,FL,US,32801,Commercial & Industrial Engineering,Black-founded|Black-Led|Construction|Construction Management|Design Build|Family-Owned|General Contractor|Minority-led,,,,12,31,0,,3300000,2022,-0.2593,262.3299,0,,,,5210000,5223546,578234,109528,,,,,6,6,,,,,,335000,360000,36000,8300,,,,3300000,5700000,540000,120000,,,,235000,250000,,,,
5238,2135171,Company,Private,Active,No,No,2018,Swampscott,MA,US,01907,Real Estate,Brokerage|Real Estate,,,,12,31,0,,66000000,2023,,,,,,31000000,,,,,,,,76,,,,,,,3000000,,,,,,,66000000,,,,,,,2100000,,,,,,
5239,2135177,Company,Private,Active,No,No,2018,Waltham,MA,US,02451,Human Resources & Employment Services,Executive Search|Human Resources|Recruitment|Staffing|Talent Management|Women-Founded|Women-led,,,,12,31,0,,4350000,2022,34.6154,,11.1111,,,,3500000,2600000,,,,,,,10,9,,,,,,330000,320000,,,,,,4350000,5100000,,,,,,230000,225000,,,,
5240,2135188,Company,Private,Active,No,Yes,2020,Palo Alto,CA,US,94303,Biotechnology,Biotechnology|Genetics|Life Sciences|Research,,,VC Backed,12,31,4,93710000,400000000,2023,,,,,,,0,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
5241,2135222,Company,Private,Active,No,Yes,2020,Oakland,CA,US,94609,Technology Services,Apps|Cloud|Developer Tools|Open Source|Software Development|Technology|Technology Services,,,VC Backed,12,31,1,10000000,30000000,2023,9.2593,,,,,2950000,2700000,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
5242,2135233,Company,Private,Active,Yes,Yes,2018,Los Gatos,CA,US,95032,Software & Internet Services,Apps|Communications|Software|Workplace Management,,,PE Backed|VC Backed,12,31,1,2370000,7000000,2023,,,,,,1450000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
5243,2135234,Company,Private,Active,No,Yes,2021,Boston,MA,US,02116,Software & Internet Services,Blockchain|Cryptocurrency|Network Infrastructure|Web3,,,VC Backed,12,31,1,11000000,35000000,2023,,,,,,1300000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
5244,2135236,Company,Private,Active,No,Yes,2022,Durham,NC,US,,Software & Internet Services,Appraisal|Artificial Intelligence|Land Surveying|Property|PropTech|Real Estate|Software Development,,,VC Backed,12,31,1,1600000,5000000,2023,16.1972,,,,,825000,710000,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
5245,2135269,Company,Private,Active,Yes,No,2017,Chesterfield,MO,US,63005,Health Care Services,Clinical Services|Consulting|Health Care|Health Care Services|Research,,,PE Backed,12,31,0,,1100000,2023,5.2632,,,,,2000000,1900000,,,,,,,,13,,,,,,78500,83000,,,,,,1100000,965000,,,,,,55000,58000,,,,,
5246,2135274,Company,Private,Active,No,Yes,2020,Philadelphia,PA,US,19102,Software & Internet Services,API|Billing|Fintech|Payment Processing|Productivity,,,VC Backed,12,31,1,2100000,6500000,2023,14.8148,,,,,1550000,1350000,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
5247,2135275,Company,Private,Active,No,Yes,2021,Skokie,IL,US,60077,Chemicals & Plastics,Chemicals|Materials|Nanotechnology,,,VC Backed,12,31,2,14100000,40000000,2023,9.2593,,,,,2950000,2700000,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
5248,2135278,Company,Private,Active,No,Yes,2020,San Francisco,CA,US,94103,Software & Internet Services,Cyber Security|Network Security|Software|Training,,,VC Backed,12,31,2,14200000,40000000,2023,13.3333,,,,,2550000,2250000,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
5249,2135281,Company,Private,Active,No,Yes,2021,San Francisco,CA,US,94105,Software & Internet Services,Employee Engagement|Human Resources|Platform-as-a-Service (PaaS)|Software|Software Development,,,VC Backed,12,31,1,5500000,15000000,2023,13.3929,,,,,6350000,5600000,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
5250,2135283,Company,Private,Active,No,Yes,2020,San Francisco,CA,US,94110,Software & Internet Services,Communications|Community|Online Forums|Platform-as-a-Service (PaaS)|Software|Software Development,,,VC Backed,12,31,1,3300000,10000000,2023,12.9032,,,,,1750000,1550000,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
5251,2135290,Company,Private,Active,Yes,No,2021,Clayton,MO,US,63105,Specialized Consumer Services,Commercial Services|Facilities Services|Finance|Holding Company|Mergers & Acquisitions|Pest Control|Residential Services,,,Acquired|PE Backed,12,31,0,,4700000,2023,,,,,,3050000,,,,,,,,18,,,,,,,315000,,,,,,,4700000,,,,,,,220000,,,,,,
5252,2135291,Company,Private,Active,No,Yes,2021,New York,NY,US,10005,Software & Internet Services,Cloud|Collaboration|Compliance|Security|Software Development,,,VC Backed,12,31,2,23900000,70000000,2023,,,,,,1250000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
5253,2135295,Company,Private,Active,Yes,Yes,2022,Palo Alto,CA,US,94306,Software & Internet Services,Data Management|No Code|Platform|Security,,,PE Backed|VC Backed,12,31,1,1500000,4500000,2023,,,,,,2600000,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
5254,2135304,Company,Private,Active,No,Yes,2021,New York,NY,US,10005,Software & Internet Services,Apps|Consumer Software|Cryptocurrency|Fintech|Software Development|Trading,,,VC Backed,12,31,1,10000000,30000000,2023,13.4146,,,,,4650000,4100000,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
5255,2135305,Company,Private,Active,No,Yes,2022,San Francisco,CA,US,94103,Software & Internet Services,Digital Marketing|Productivity|SaaS|Web3,,,VC Backed,12,31,1,4500000,15000000,2023,16.6667,,,,,1050000,900000,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
5256,2135323,Company,Private,Active,No,No,2020,Orlando,FL,US,32803,Advertising & Marketing,Advertising|Branding|Content|Lead Generation|Marketing|Social Media|Web Design & Development,,,,12,31,0,,1050000,2022,-16.6667,,50,,,,1000000,1200000,,,,,,,3,2,,,,,,115000,145000,,,,,,1050000,1450000,,,,,,80500,105000,,,,
5257,2135326,Company,Private,Active,No,Yes,2021,New York,NY,US,10016,Health Care Providers,Health Care|Medical|Medicine|Wellness,,,VC Backed,12,31,1,2000000,6000000,2023,,,,,,1200000,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
5258,2135330,Company,Private,Active,No,Yes,2020,Portland,OR,US,,Software & Internet Services,Data Management|Monitoring|Performance Management|Software|Streaming,,,VC Backed,12,31,2,6900000,20000000,2023,,,,,,2100000,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
5259,2135331,Company,Private,Active,No,Yes,2019,Foresport,NY,US,13338,Food & Beverage Producers,Beverages|Non-alcoholic Beverages|Water,,,VC Backed,12,31,2,4525000,8000000,2023,,,,,,6850000,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
5260,2135344,Company,Private,Active,No,No,2019,Pittsburgh,PA,US,15203,Real Estate,Brokerage|Property Management|Real Estate|Real Estate Development|Real Estate Investment|Residential Services|Women-led,,,,12,31,0,,35000000,2023,6.4516,,100,,,16500000,15500000,7600000,,,,,,,46,23,,,,,1600000,1650000,865000,,,,,35000000,30000000,17000000,,,,,1100000,1150000,605000,,,,
5261,2135367,Company,Private,Active,Yes,Yes,2022,Pittsburgh,PA,US,15208,Semiconductors & Semiconductor Equipment,Batteries|Electronic Components|Manufacturing|Semiconductors,,,PE Backed|VC Backed,12,31,1,12000000,35000000,2022,13.3333,,,,,3400000,3000000,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
5262,2135371,Company,Private,Active,No,Yes,2021,San Francisco,CA,US,94109,Software & Internet Services,Digital Health|Health Care|Health Care Technology|Mental Health|Pediatrics|Specialty Care|Telehealth|Therapy,,,VC Backed,12,31,1,1700000,5000000,2023,13.8889,,,,,2050000,1800000,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
5263,2135375,Company,Private,Active,No,Yes,2020,Irving,TX,US,75061,Software & Internet Services,Automation|Hospitality|Leisure|Platform-as-a-Service (PaaS)|Vacation Rental,,,VC Backed,12,31,1,6200000,20000000,2023,13.6986,,,,,4150000,3650000,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
5264,2135383,Company,Private,Active,No,Yes,2020,Miami,FL,US,,Software & Internet Services,Blockchain|Fintech|SaaS|Web3,,,VC Backed,12,31,1,1400000,4000000,2023,13.3333,,,,,1700000,1500000,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
5265,2135411,Company,Private,Active,No,No,2019,Charlotte,NC,US,28217,Food & Beverage Producers,Beverage Distribution|Beverages|Brewers|Events|Food|Restaurant,,,,12,31,0,,3650000,2023,9.5238,,,,,2300000,2100000,1850000,,,,,,,,8,,,,,300000,303500,304500,,,,,3650000,3050000,3850000,,,,,210000,215000,215000,,,,
5266,2135414,Company,Private,Active,No,No,2020,Cornelius,NC,US,28031,Food & Beverage Producers,Beverage Distribution|Beverages|Brewers|Events|Retail|Women-Founded|Women-led,,,,12,31,0,,5450000,2023,9.5238,,,,,3450000,3150000,2800000,,,,,,,,12,,,,,450000,455000,460000,,,,,5450000,4550000,5800000,,,,,315000,320000,325000,,,,
5267,2135423,Company,Private,Active,No,Yes,2022,Cambridge,MA,US,02142,Biotechnology,Biotechnology|Neuroscience|Research|Therapy,,,VC Backed,12,31,2,7000000,9000000,2022,11.1111,,,,,2000000,1800000,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
5268,2135426,Company,Private,Active,No,Yes,2022,Tacoma,WA,US,98417,Investment Management & Financial Advisory,Business-to-Business|Climatetech |Consulting|Environmental|Finance|Investment Management|Sustainability,,,VC Backed,12,31,1,14000000,40000000,2023,6.875,,,,,855000,800000,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5269,2135429,Company,Private,Active,No,Yes,2021,San Leandro,CA,US,94577,Renewable Electricity & Fuels,Batteries|Electrical|Energy|Power Grid|Water,,,VC Backed,12,31,2,4550000,15000000,2023,10.8108,,,,,2050000,1850000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
5270,2135430,Company,Private,Active,No,Yes,2022,Cambridge,MA,US,02141,Software & Internet Services,Collaboration|Platform-as-a-Service (PaaS)|Software Development,,,VC Backed,12,31,1,13000000,40000000,2023,,,,,,8350000,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
5271,2135439,Company,Private,Active,Yes,Yes,2021,Santa Clara,CA,US,95054,Software & Internet Services,API|Cloud|Cyber Security|Enterprise Software|Network Infrastructure|Network Security|Software,,,PE Backed|VC Backed,12,31,1,6500000,20000000,2023,,,,,,1450000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
5272,2135446,Company,Private,Active,Yes,No,2017,Houston,TX,US,77040,Software & Internet Services,Enterprise Software|Environmental|SaaS|Software|Waste Management,,,PE Backed,12,31,0,,50000000,2023,13.8462,,,,,7400000,6500000,,,,,,,,36,,,,,,1800000,1750000,,,,,,50000000,40000000,,,,,,1250000,1250000,,,,,
5273,2135447,Company,Private,Active,No,Yes,2020,Pittsburgh,PA,US,15206,Software & Internet Services,"Environmental|Environmental, Social and Governance|SaaS|Software|Software Development|Sustainability|Women-Founded|Women-led",,,VC Backed,12,31,1,1500000,4500000,2023,,,,,,1100000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
5274,2135448,Company,Private,Active,No,Yes,2021,Boulder,CO,US,80302,Software & Internet Services,Cloud|Computers|Platform|Software|Workflow Management,,,VC Backed,12,31,2,8000000,25000000,2023,13.7931,,,,,1650000,1450000,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
5275,2135452,Company,Private,Active,No,Yes,2022,West Hollywood,CA,US,90069,Software & Internet Services,Enterprise Software|Loyalty Programs|Retail|Rewards,,,VC Backed,12,31,1,4200000,15000000,2023,,,,,,1150000,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
5276,2135462,Company,Private,Active,No,Yes,2021,Campbell,CA,US,95008,Software & Internet Services,Cloud|Games|Mobile|Online Games|Web3,,,VC Backed,12,31,1,0,,,12.5,,,,,18000000,16000000,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,
5277,2135474,Company,Private,Active,No,No,2019,San Francisco,CA,US,94107,Logistics Services,Autonomous Vehicles|Freight|Logistics|Robotics|Supply Chain Management|Transportation|Women-Founded|Women-led,,,,12,31,0,,4150000,2023,11.1111,,12.5,,,2500000,2250000,1950000,,,,,,,9,8,,,,,244371,298500,239265,,,,,4150000,3400000,3850000,,,,,170000,170000,165000,,,,
5278,2135475,Company,Private,Active,No,No,2020,San Jose,CA,US,95126,Leisure Facilities,Fitness|Leisure Facilities|Personal Care|Personal Health|Wellness|Women-led,,,,12,31,0,,1500000,2023,15.1832,,,,,1100000,955000,725000,,,,,,,,6,,,,,97000,94000,76000,,,,,1500000,1150000,1000000,,,,,68000,65500,53000,,,,
5279,2135488,Company,Private,Active,No,Yes,2019,Detroit,MI,US,48226,Software & Internet Services,Human Resources|Productivity|Recruitment|SaaS|Software|Training,,,VC Backed,12,31,3,8300000,25000000,2023,13.2075,,,,,3000000,2650000,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
5280,2135498,Company,Private,Active,No,Yes,2017,Castine,ME,US,04421,Software & Internet Services,AgTech|Apps|Software|Software Development,,,VC Backed,12,31,1,3200000,9500000,2023,13.5135,,,,,2100000,1850000,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
5281,2135509,Company,Private,Active,No,Yes,2021,San Francisco,CA,US,94117,Software & Internet Services,Cryptocurrency|Finance|Fintech|Software,,,VC Backed,12,31,1,11000000,35000000,2023,13.3333,,,,,5100000,4500000,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
